,id,team,fixture,gw,fdr,code,pulse_id
613,17,Spurs,h,gw_14,4,6,21
614,17,Spurs,a,gw_15,3,6,21
615,17,Spurs,h,gw_17,3,6,21
616,17,Spurs,h,gw_18,2,6,21
617,17,Spurs,a,gw_19,2,6,21
618,17,Spurs,a,gw_2,2,6,21
619,17,Spurs,h,gw_20,4,6,21
620,17,Spurs,a,gw_21,3,6,21
621,17,Spurs,h,gw_22,4,6,21
622,17,Spurs,h,gw_23,2,6,21
623,17,Spurs,a,gw_24,5,6,21
624,17,Spurs,a,gw_25,4,6,21
625,17,Spurs,a,gw_26,2,6,21
626,17,Spurs,h,gw_26,2,6,21
627,17,Spurs,h,gw_27,2,6,21
628,17,Spurs,a,gw_28,4,6,21
629,17,Spurs,a,gw_29,3,6,21
630,17,Spurs,h,gw_3,2,6,21
631,17,Spurs,a,gw_30,2,6,21
632,17,Spurs,h,gw_31,4,6,21
633,17,Spurs,a,gw_32,3,6,21
634,17,Spurs,h,gw_32,2,6,21
635,17,Spurs,h,gw_34,2,6,21
636,17,Spurs,a,gw_35,3,6,21
637,17,Spurs,h,gw_36,2,6,21
638,17,Spurs,h,gw_37,2,6,21
639,17,Spurs,a,gw_38,4,6,21
640,17,Spurs,a,gw_4,4,6,21
641,17,Spurs,h,gw_5,4,6,21
642,17,Spurs,a,gw_6,2,6,21
643,17,Spurs,h,gw_7,3,6,21
644,17,Spurs,a,gw_8,2,6,21
645,17,Spurs,h,gw_9,4,6,21
646,18,West Brom,h,gw_1,4,35,36
647,18,West Brom,h,gw_10,2,35,36
648,18,West Brom,h,gw_11,2,35,36
649,18,West Brom,a,gw_12,2,35,36
650,18,West Brom,a,gw_13,5,35,36
651,18,West Brom,h,gw_14,2,35,36
652,18,West Brom,a,gw_15,3,35,36
653,18,West Brom,h,gw_16,3,35,36
654,18,West Brom,h,gw_17,3,35,36
655,18,West Brom,a,gw_19,3,35,36
656,18,West Brom,a,gw_19,4,35,36
657,18,West Brom,a,gw_2,3,35,36
658,18,West Brom,h,gw_20,4,35,36
659,18,West Brom,h,gw_21,2,35,36
660,18,West Brom,a,gw_22,2,35,36
661,18,West Brom,a,gw_23,4,35,36
662,18,West Brom,h,gw_24,4,35,36
663,18,West Brom,a,gw_25,2,35,36
664,18,West Brom,h,gw_26,3,35,36
665,18,West Brom,h,gw_26,4,35,36
666,18,West Brom,h,gw_27,2,35,36
667,18,West Brom,a,gw_28,3,35,36
668,18,West Brom,h,gw_3,4,35,36
669,18,West Brom,a,gw_30,4,35,36
670,18,West Brom,h,gw_31,2,35,36
671,18,West Brom,a,gw_32,4,35,36
672,18,West Brom,a,gw_33,3,35,36
673,18,West Brom,h,gw_34,2,35,36
674,18,West Brom,a,gw_35,4,35,36
675,18,West Brom,h,gw_36,4,35,36
676,18,West Brom,h,gw_37,4,35,36
677,18,West Brom,a,gw_38,3,35,36
678,18,West Brom,a,gw_4,2,35,36
679,18,West Brom,h,gw_5,2,35,36
680,18,West Brom,a,gw_6,3,35,36
681,18,West Brom,a,gw_7,2,35,36
682,18,West Brom,h,gw_8,3,35,36
683,18,West Brom,a,gw_9,4,35,36
684,19,West Ham,h,gw_1,2,21,25
685,19,West Ham,h,gw_10,2,21,25
686,19,West Ham,h,gw_11,4,21,25
687,19,West Ham,a,gw_12,3,21,25
688,19,West Ham,h,gw_13,2,21,25
689,19,West Ham,a,gw_14,4,21,25
690,19,West Ham,h,gw_15,3,21,25
691,19,West Ham,a,gw_16,2,21,25
692,19,West Ham,a,gw_17,3,21,25
693,19,West Ham,h,gw_19,2,21,25
694,19,West Ham,h,gw_19,2,21,25
695,19,West Ham,a,gw_2,4,21,25
696,19,West Ham,a,gw_20,3,21,25
697,19,West Ham,h,gw_21,4,21,25
698,19,West Ham,a,gw_22,3,21,25
699,19,West Ham,a,gw_23,2,21,25
700,19,West Ham,h,gw_24,2,21,25
701,19,West Ham,h,gw_25,3,21,25
702,19,West Ham,a,gw_26,5,21,25
703,19,West Ham,h,gw_27,3,21,25
704,19,West Ham,a,gw_28,4,21,25
705,19,West Ham,h,gw_29,3,21,25
706,19,West Ham,h,gw_3,2,21,25
707,19,West Ham,a,gw_30,3,21,25
708,19,West Ham,h,gw_31,4,21,25
709,19,West Ham,a,gw_32,2,21,25
710,19,West Ham,h,gw_33,4,21,25
711,19,West Ham,a,gw_34,2,21,25
712,19,West Ham,h,gw_35,4,21,25
713,19,West Ham,a,gw_36,3,21,25
714,19,West Ham,a,gw_37,2,21,25
715,19,West Ham,h,gw_38,2,21,25
716,19,West Ham,a,gw_4,4,21,25
717,19,West Ham,a,gw_5,4,21,25
718,19,West Ham,h,gw_6,4,21,25
719,19,West Ham,a,gw_7,3,21,25
720,19,West Ham,h,gw_8,2,21,25
721,19,West Ham,a,gw_9,2,21,25
722,20,Wolves,a,gw_1,2,39,38
723,20,Wolves,a,gw_10,4,39,38
724,20,Wolves,a,gw_11,3,39,38
725,20,Wolves,h,gw_12,2,39,38
726,20,Wolves,h,gw_13,4,39,38
727,20,Wolves,a,gw_14,2,39,38
728,20,Wolves,h,gw_15,3,39,38
729,20,Wolves,a,gw_16,4,39,38
730,20,Wolves,a,gw_17,3,39,38
731,20,Wolves,h,gw_18,4,39,38
732,20,Wolves,h,gw_19,2,39,38
733,20,Wolves,h,gw_2,4,39,38
734,20,Wolves,a,gw_20,4,39,38
735,20,Wolves,a,gw_21,3,39,38
736,20,Wolves,h,gw_22,3,39,38
737,20,Wolves,h,gw_23,4,39,38
738,20,Wolves,a,gw_24,2,39,38
739,20,Wolves,h,gw_25,3,39,38
740,20,Wolves,a,gw_26,2,39,38
741,20,Wolves,a,gw_26,5,39,38
742,20,Wolves,a,gw_27,3,39,38
743,20,Wolves,h,gw_28,4,39,38
744,20,Wolves,a,gw_3,4,39,38
745,20,Wolves,h,gw_30,4,39,38
746,20,Wolves,a,gw_31,2,39,38
747,20,Wolves,h,gw_32,2,39,38
748,20,Wolves,h,gw_33,2,39,38
749,20,Wolves,a,gw_34,2,39,38
750,20,Wolves,h,gw_35,3,39,38
751,20,Wolves,a,gw_36,4,39,38
752,20,Wolves,a,gw_37,3,39,38
753,20,Wolves,h,gw_38,4,39,38
754,20,Wolves,h,gw_4,2,39,38
755,20,Wolves,a,gw_5,3,39,38
756,20,Wolves,h,gw_6,2,39,38
757,20,Wolves,h,gw_7,2,39,38
758,20,Wolves,a,gw_8,4,39,38
759,20,Wolves,h,gw_9,2,39,38
