element,assists,bonus,bps,clean_sheets,creativity,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,selected,threat,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,gameweek_x,fdr,total_points,total_points_cumulative,assists_in_prev_1,assists_in_prev_3,assists_in_prev_5,assists_in_prev_10,bonus_in_prev_1,bonus_in_prev_3,bonus_in_prev_5,bonus_in_prev_10,bps_in_prev_1,bps_in_prev_3,bps_in_prev_5,bps_in_prev_10,clean_sheets_in_prev_1,clean_sheets_in_prev_3,clean_sheets_in_prev_5,clean_sheets_in_prev_10,goals_conceded_in_prev_1,goals_conceded_in_prev_3,goals_conceded_in_prev_5,goals_conceded_in_prev_10,goals_scored_in_prev_1,goals_scored_in_prev_3,goals_scored_in_prev_5,goals_scored_in_prev_10,minutes_in_prev_1,minutes_in_prev_3,minutes_in_prev_5,minutes_in_prev_10,own_goals_in_prev_1,own_goals_in_prev_3,own_goals_in_prev_5,own_goals_in_prev_10,penalties_missed_in_prev_1,penalties_missed_in_prev_3,penalties_missed_in_prev_5,penalties_missed_in_prev_10,penalties_saved_in_prev_1,penalties_saved_in_prev_3,penalties_saved_in_prev_5,penalties_saved_in_prev_10,red_cards_in_prev_1,red_cards_in_prev_3,red_cards_in_prev_5,red_cards_in_prev_10,yellow_cards_in_prev_1,yellow_cards_in_prev_3,yellow_cards_in_prev_5,yellow_cards_in_prev_10,saves_in_prev_1,saves_in_prev_3,saves_in_prev_5,saves_in_prev_10,selected_in_prev_1,selected_in_prev_3,selected_in_prev_5,selected_in_prev_10,threat_in_prev_1,threat_in_prev_3,threat_in_prev_5,threat_in_prev_10,transfers_in_in_prev_1,transfers_in_in_prev_3,transfers_in_in_prev_5,transfers_in_in_prev_10,transfers_out_in_prev_1,transfers_out_in_prev_3,transfers_out_in_prev_5,transfers_out_in_prev_10,total_points_in_prev_1,total_points_in_prev_3,total_points_in_prev_5,total_points_in_prev_10,fdr_in_prev_1,fdr_in_prev_2,fdr_in_prev_3
33,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2266,0.0,-5,10,15,45,False,0,38,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2266.0,6814.0,11382.0,22915.0,0.0,0.0,0.0,0.0,10.0,18.0,30.0,93.0,15.0,32.0,58.0,217.0,0.0,0.0,0.0,0.0,,,
34,0,0,0,0,0.3,1,0,0.2,0.0,22,0,0,0,0,0,26038,4.0,1469,2474,1005,42,False,0,38,2,1,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,23.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,22.0,66.0,107.0,393.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26038.0,71702.0,120744.0,235421.0,4.0,14.0,16.0,39.0,2474.0,2979.0,4667.0,23291.0,1005.0,2858.0,5756.0,15493.0,1.0,3.0,5.0,12.0,,,
35,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,25519,0.0,-116,84,200,44,False,0,38,2,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25519.0,76835.0,128695.0,261567.0,0.0,0.0,0.0,0.0,84.0,139.0,216.0,1007.0,200.0,511.0,936.0,4262.0,0.0,1.0,1.0,1.0,,,
36,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,11509,0.0,-39,91,130,57,False,0,38,2,0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11509.0,34559.0,57855.0,120637.0,0.0,0.0,0.0,26.0,91.0,194.0,283.0,6651.0,130.0,365.0,760.0,4880.0,0.0,0.0,0.0,3.0,,,
37,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,64400,0.0,-174,372,546,48,False,0,38,3,0,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,40.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,64400.0,193513.0,322921.0,647425.0,0.0,0.0,0.0,4.0,372.0,1089.0,1502.0,4720.0,546.0,1299.0,2743.0,7042.0,0.0,1.0,1.0,8.0,,,
38,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,37353,0.0,-614,277,891,43,False,0,38,3,0,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,40.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,22.0,80.0,279.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,37353.0,113560.0,190930.0,389510.0,0.0,0.0,2.0,4.0,277.0,1054.0,1893.0,7438.0,891.0,2041.0,4298.0,13329.0,0.0,1.0,0.0,7.0,,,
39,0,0,3,0,1.2,0,0,0.7,5.8,17,0,0,0,0,0,8119,0.0,-25,76,101,43,False,0,38,3,1,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,12.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,17.0,17.0,107.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8119.0,24379.0,40530.0,81495.0,0.0,0.0,0.0,10.0,76.0,212.0,310.0,721.0,101.0,226.0,416.0,1741.0,1.0,1.0,1.0,3.0,,,
40,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,3603,0.0,-8,9,17,43,False,0,38,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3603.0,10825.0,18080.0,36469.0,0.0,0.0,0.0,0.0,9.0,24.0,31.0,72.0,17.0,38.0,75.0,257.0,0.0,0.0,0.0,0.0,,,
41,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,6683,0.0,-21,17,38,42,False,0,38,3,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6683.0,20085.0,33568.0,67889.0,0.0,0.0,0.0,0.0,17.0,32.0,56.0,117.0,38.0,86.0,170.0,549.0,0.0,0.0,0.0,0.0,,,
42,0,0,12,0,10.2,1,0,2.9,18.8,90,0,0,0,0,0,944632,0.0,7271,26808,19537,48,False,0,38,3,2,128,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,12.0,51.0,70.0,187.0,0.0,1.0,1.0,4.0,1.0,2.0,10.0,14.0,0.0,0.0,0.0,1.0,90.0,270.0,450.0,890.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,944632.0,2810190.0,4608479.0,8910236.0,0.0,19.0,30.0,97.0,26808.0,95320.0,145035.0,288348.0,19537.0,43528.0,79522.0,324661.0,2.0,12.0,13.0,43.0,,,
43,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,844,0.0,-5,5,10,43,False,0,38,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,844.0,2537.0,4226.0,8452.0,0.0,0.0,0.0,0.0,5.0,20.0,38.0,70.0,10.0,24.0,46.0,81.0,0.0,0.0,0.0,0.0,,,
44,0,0,3,0,0.0,0,0,0.0,0.0,1,0,0,0,0,0,52559,0.0,-112,346,458,54,False,0,38,3,1,36,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,17.0,17.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,76.0,76.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52559.0,157805.0,263496.0,532321.0,0.0,44.0,44.0,44.0,346.0,960.0,1381.0,5333.0,458.0,1139.0,2450.0,8009.0,1.0,6.0,6.0,7.0,,,
45,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,5426,0.0,34,81,47,52,False,0,38,3,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5426.0,16206.0,27011.0,54215.0,0.0,0.0,0.0,0.0,81.0,96.0,112.0,169.0,47.0,72.0,104.0,244.0,0.0,0.0,0.0,0.0,,,
46,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,25633,0.0,190,386,196,47,False,0,38,3,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25633.0,76483.0,127494.0,256018.0,0.0,0.0,0.0,0.0,386.0,431.0,501.0,638.0,196.0,314.0,449.0,1059.0,0.0,0.0,0.0,0.0,,,
47,0,0,12,0,0.0,1,0,0.4,3.8,90,0,0,0,0,1,864021,0.0,-5903,6934,12837,47,False,0,38,3,2,135,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,12.0,56.0,93.0,203.0,0.0,1.0,1.0,4.0,1.0,2.0,10.0,14.0,0.0,0.0,0.0,0.0,90.0,270.0,450.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,14.0,26.0,864021.0,2619417.0,4391403.0,9041278.0,0.0,0.0,0.0,0.0,6934.0,21305.0,31593.0,96595.0,12837.0,29298.0,60676.0,325237.0,2.0,12.0,15.0,40.0,,,
48,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,1410030,0.0,-17510,10005,27515,39,False,0,38,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1410030.0,4252301.0,7139544.0,14526569.0,0.0,0.0,0.0,0.0,10005.0,20044.0,31844.0,175588.0,27515.0,65946.0,96016.0,322045.0,0.0,0.0,0.0,0.0,,,
49,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,33776,0.0,-404,189,593,62,False,0,38,3,0,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,71.0,218.0,306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,33776.0,102009.0,170138.0,346907.0,0.0,12.0,18.0,18.0,189.0,922.0,1155.0,3132.0,593.0,1154.0,2186.0,8504.0,0.0,1.0,5.0,7.0,,,
50,0,0,3,0,0.0,0,0,0.0,0.0,1,0,0,0,0,0,7311,0.0,-88,23,111,58,False,0,38,3,1,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,21.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7311.0,22134.0,36979.0,75201.0,0.0,0.0,0.0,0.0,23.0,74.0,107.0,535.0,111.0,215.0,380.0,1857.0,1.0,1.0,2.0,3.0,,,
51,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,188,0.0,-4,10,14,54,False,0,38,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0,572.0,960.0,1994.0,0.0,0.0,0.0,0.0,10.0,19.0,34.0,139.0,14.0,24.0,48.0,145.0,0.0,0.0,0.0,0.0,,,
52,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,672,0.0,5,27,22,53,False,0,38,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,672.0,1989.0,3308.0,6607.0,0.0,0.0,0.0,0.0,27.0,43.0,56.0,106.0,22.0,37.0,58.0,109.0,0.0,0.0,0.0,0.0,,,
53,0,0,22,0,1.3,1,1,4.8,39.2,72,0,0,0,0,0,2136,7.0,77,147,70,50,False,0,38,3,7,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,35.0,55.0,124.0,0.0,1.0,1.0,3.0,1.0,1.0,7.0,11.0,1.0,1.0,1.0,1.0,72.0,166.0,275.0,680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2136.0,6114.0,9866.0,17883.0,7.0,13.0,13.0,28.0,147.0,307.0,545.0,1105.0,70.0,166.0,328.0,693.0,7.0,10.0,12.0,23.0,,,
54,0,0,2,0,0.8,0,0,0.4,3.2,17,0,0,0,0,0,24019,0.0,-199,142,341,48,False,0,38,3,1,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,29.0,72.0,0.0,0.0,0.0,2.0,0.0,1.0,7.0,10.0,0.0,0.0,0.0,0.0,17.0,101.0,229.0,576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24019.0,72506.0,121068.0,247186.0,0.0,4.0,8.0,35.0,142.0,525.0,944.0,2742.0,341.0,748.0,1320.0,5713.0,1.0,4.0,7.0,17.0,,,
55,0,0,6,0,1.3,1,0,0.6,0.2,72,0,0,0,0,0,13826,4.0,61,282,221,46,False,0,38,3,2,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,21.0,21.0,36.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,72.0,179.0,179.0,338.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13826.0,41270.0,68859.0,138412.0,4.0,6.0,6.0,36.0,282.0,599.0,1015.0,3734.0,221.0,608.0,1153.0,3520.0,2.0,5.0,5.0,11.0,,,
56,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,11251,0.0,360,713,353,42,False,0,38,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11251.0,32176.0,53534.0,110386.0,0.0,0.0,0.0,0.0,713.0,906.0,1156.0,2427.0,353.0,778.0,1273.0,3925.0,0.0,0.0,0.0,0.0,,,
57,0,0,13,0,11.8,1,0,2.6,13.8,90,0,0,0,0,0,115300,0.0,-362,1138,1500,44,False,0,38,3,2,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,36.0,55.0,87.0,0.0,1.0,1.0,2.0,1.0,2.0,6.0,9.0,0.0,0.0,0.0,0.0,90.0,270.0,391.0,586.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,115300.0,346790.0,580162.0,1180039.0,0.0,1.0,2.0,4.0,1138.0,2344.0,4224.0,10133.0,1500.0,3714.0,6673.0,22706.0,2.0,6.0,9.0,16.0,,,
58,0,0,9,0,0.2,1,0,1.8,17.6,90,0,0,0,0,0,17336,0.0,118,499,381,50,False,0,38,4,2,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,24.0,26.0,55.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,12.0,0.0,0.0,0.0,0.0,90.0,270.0,320.0,597.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,17336.0,51125.0,83990.0,168395.0,0.0,21.0,27.0,49.0,499.0,1399.0,1487.0,3389.0,381.0,674.0,1293.0,3258.0,2.0,4.0,5.0,7.0,,,
59,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,457591,0.0,-7869,206,8075,48,False,0,38,4,0,79,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,107.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,579.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,457591.0,1398529.0,2371005.0,4830090.0,0.0,0.0,0.0,49.0,206.0,1171.0,7572.0,51448.0,8075.0,29738.0,39231.0,90365.0,0.0,0.0,7.0,13.0,,,
60,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,5249,0.0,-12,30,42,42,False,0,38,4,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5249.0,15791.0,26451.0,53152.0,0.0,0.0,0.0,0.0,30.0,59.0,128.0,281.0,42.0,110.0,234.0,445.0,0.0,0.0,0.0,0.0,,,
61,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,45168,0.0,-238,13,251,43,False,0,38,4,0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45168.0,136161.0,227805.0,459920.0,0.0,0.0,0.0,2.0,13.0,21.0,31.0,489.0,251.0,559.0,1004.0,2695.0,0.0,0.0,0.0,1.0,,,
62,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2277,0.0,-56,7,63,43,False,0,38,4,0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2277.0,6996.0,11927.0,25373.0,0.0,0.0,0.0,0.0,7.0,17.0,26.0,627.0,63.0,162.0,324.0,1115.0,0.0,0.0,0.0,0.0,,,
63,0,0,13,0,8.8,1,0,2.1,12.4,90,0,0,0,0,0,28141,0.0,-395,16,411,43,False,0,38,4,2,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,33.0,87.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,15.0,0.0,0.0,0.0,0.0,90.0,90.0,152.0,588.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,28141.0,85580.0,145214.0,297803.0,0.0,0.0,2.0,4.0,16.0,39.0,379.0,4536.0,411.0,1405.0,2518.0,7355.0,2.0,2.0,8.0,11.0,,,
64,0,0,11,0,0.3,1,0,1.7,16.2,90,0,0,0,0,0,4863,0.0,86,285,199,44,False,0,38,4,2,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,27.0,67.0,85.0,0.0,0.0,1.0,1.0,1.0,5.0,6.0,15.0,0.0,0.0,0.0,0.0,90.0,270.0,450.0,638.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,4863.0,14142.0,22679.0,41738.0,0.0,12.0,16.0,20.0,285.0,785.0,1341.0,2581.0,199.0,446.0,644.0,1459.0,2.0,3.0,11.0,11.0,,,
65,1,2,34,0,55.6,1,0,10.4,48.8,90,0,0,0,0,0,556446,0.0,-339,12402,12741,42,False,0,38,4,7,84,1.0,1.0,2.0,2.0,2.0,2.0,5.0,5.0,34.0,59.0,120.0,128.0,0.0,0.0,1.0,1.0,1.0,5.0,6.0,11.0,0.0,0.0,0.0,0.0,90.0,270.0,450.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,556446.0,1664685.0,2766512.0,5821590.0,0.0,23.0,23.0,23.0,12402.0,30992.0,43464.0,98369.0,12741.0,26623.0,49897.0,290206.0,7.0,9.0,23.0,23.0,,,
66,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,595174,0.0,-10129,6805,16934,39,False,0,38,4,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,595174.0,1814595.0,3057232.0,6083014.0,0.0,0.0,0.0,0.0,6805.0,19698.0,30529.0,240288.0,16934.0,41739.0,76508.0,173535.0,0.0,0.0,0.0,1.0,,,
67,1,0,6,0,11.8,1,0,7.4,9.6,90,0,0,0,0,0,322521,53.0,-920,3008,3928,74,False,0,38,4,5,116,1.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,6.0,14.0,26.0,55.0,0.0,0.0,1.0,1.0,1.0,3.0,4.0,9.0,0.0,0.0,0.0,1.0,90.0,201.0,380.0,650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,322521.0,965357.0,1604821.0,3291051.0,53.0,91.0,147.0,200.0,3008.0,9602.0,11509.0,33079.0,3928.0,6911.0,11565.0,82988.0,5.0,11.0,18.0,26.0,,,
